customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-12531,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,70.63,273.87,No
CUST-12532,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,68.36,2199.67,Yes
CUST-12533,Male,0,Yes,Yes,43,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),61.38,2648.24,No
CUST-12534,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,71.36,42.92,No
CUST-12535,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,90.65,4975.45,Yes
CUST-12536,Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.51,4326.91,No
CUST-12537,Male,1,No,No,0,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.96,27.72,Yes
CUST-12538,Female,0,No,No,45,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),72.36,3221.87,No
CUST-12539,Male,0,No,No,16,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,57.7,927.06,No
CUST-12540,Male,0,No,Yes,53,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.58,2584.8,No
CUST-12541,Female,0,Yes,No,27,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),78.55,2074.65,No
CUST-12542,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.44,320.35,No
CUST-12543,Male,1,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,620.69,No
CUST-12544,Female,0,No,No,32,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.84,1771.54,Yes
CUST-12545,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),65.47,1558.43,No
CUST-12546,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,86.16,5509.03,No
CUST-12547,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),62.88,2923.09,No
CUST-12548,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.61,2385.15,No
CUST-12549,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.52,328.52,No
CUST-12550,Female,1,No,Yes,41,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,51.73,2116.57,No
CUST-12551,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,84.16,78.04,No
CUST-12552,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),68.48,4412.12,Yes
CUST-12553,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,73.04,13.83,No
CUST-12554,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,43.97,2206.94,No
CUST-12555,Male,1,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,77.68,1962.35,No
CUST-12556,Female,0,No,Yes,52,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,50.36,2636.32,No
CUST-12557,Female,1,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.97,2158.58,Yes
CUST-12558,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),75.03,94.74,No
CUST-12559,Female,0,Yes,No,69,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),40.64,2828.21,No
CUST-12560,Female,1,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,980.28,No
CUST-12561,Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.51,43.13,No
CUST-12562,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),62.81,136.92,No
CUST-12563,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.6,690.49,No
CUST-12564,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,1247.29,No
CUST-12565,Male,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),65.32,2722.68,No
CUST-12566,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.56,19.48,Yes
CUST-12567,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),68.58,3482.39,No
CUST-12568,Male,1,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),95.18,2946.36,No
CUST-12569,Female,0,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.95,1096.2,No
CUST-12570,Female,0,No,No,25,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,75.02,1847.17,No
CUST-12571,Female,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,60.35,21.59,No
CUST-12572,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,82.76,108.46,Yes
CUST-12573,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.91,1188.99,No
CUST-12574,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),84.97,3893.43,No
CUST-12575,Male,0,Yes,No,23,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.07,1192.93,No
CUST-12576,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.29,351.62,No
CUST-12577,Male,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.04,4761.79,No
CUST-12578,Female,0,Yes,No,11,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.54,593.71,Yes
CUST-12579,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.96,826.34,No
CUST-12580,Male,0,No,No,33,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,51.09,1708.6,No
CUST-12581,Male,0,No,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),69.93,3632.08,No
CUST-12582,Male,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.67,4046.87,No
CUST-12583,Female,0,Yes,No,45,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),60.14,2708.38,No
CUST-12584,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,101.86,7122.1,No
CUST-12585,Female,1,No,No,47,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.91,2340.13,No
CUST-12586,Male,0,No,No,61,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,57.21,3482.46,No
CUST-12587,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.93,1065.04,Yes
CUST-12588,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.08,260.8,No
CUST-12589,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,53.61,2550.84,No
CUST-12590,Male,0,Yes,No,71,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),76.1,5382.67,No
CUST-12591,Male,0,No,Yes,53,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.59,4816.87,Yes
CUST-12592,Female,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),83.58,2099.75,No
CUST-12593,Male,0,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.84,802.9,No
CUST-12594,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.99,618.37,No
CUST-12595,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.05,2250.01,Yes
CUST-12596,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,887.05,No
CUST-12597,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.52,825.16,No
CUST-12598,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,603.26,No
CUST-12599,Male,1,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.66,1587.92,No
CUST-12600,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.53,2751.2,Yes
CUST-12601,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.11,1260.28,No
CUST-12602,Female,0,No,No,64,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.23,4122.83,No
CUST-12603,Female,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.16,658.76,No
CUST-12604,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,67.84,4104.4,No
CUST-12605,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.23,3480.56,No
CUST-12606,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,79.61,5309.62,No
CUST-12607,Male,0,No,No,54,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,70.8,3806.89,No
CUST-12608,Female,1,Yes,No,40,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.06,2264.47,No
CUST-12609,Female,0,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.91,1075.92,No
CUST-12610,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.25,1624.82,Yes
CUST-12611,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,872.1,No
CUST-12612,Male,0,No,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,64.68,3337.61,No
CUST-12613,Female,0,No,No,44,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.61,3007.11,No
CUST-12614,Male,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,42.59,301.66,No
CUST-12615,Female,0,No,No,37,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),55.68,2054.7,Yes
CUST-12616,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.51,3952.03,No
CUST-12617,Male,1,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.04,321.9,No
CUST-12618,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.02,1154.18,No
CUST-12619,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),75.65,4617.66,No
CUST-12620,Female,1,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.95,3617.53,No
CUST-12621,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,70.85,4963.01,No
CUST-12622,Male,1,No,Yes,62,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,62.43,3866.59,No
CUST-12623,Female,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),62.78,2130.63,No
CUST-12624,Female,1,Yes,Yes,64,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,86.42,5536.79,No
CUST-12625,Female,0,No,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.9,4538.2,No
CUST-12626,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.9,416.64,No
CUST-12627,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.57,1533.8,No
CUST-12628,Female,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,79.48,28.78,No
CUST-12629,Male,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.97,709.13,No
CUST-12630,Female,0,Yes,No,68,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.76,5214.41,Yes
CUST-12631,Female,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),63.41,3303.54,No
CUST-12632,Female,0,Yes,No,19,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,50.98,949.96,No
CUST-12633,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.35,962.06,Yes
CUST-12634,Male,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.53,812.33,No
CUST-12635,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,78.28,1348.68,No
CUST-12636,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.0,3301.64,No
CUST-12637,Female,1,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,40.06,158.07,No
CUST-12638,Male,0,No,No,70,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,53.92,3785.69,No
CUST-12639,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,91.39,3006.72,No
CUST-12640,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.54,28.28,No
CUST-12641,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.18,1062.24,No
CUST-12642,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.67,176.7,Yes
CUST-12643,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.83,1965.79,No
CUST-12644,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,302.15,No
CUST-12645,Male,0,No,No,57,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),48.51,2769.54,No
CUST-12646,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,498.15,No
CUST-12647,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,62.93,2952.28,No
CUST-12648,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.86,413.45,Yes
CUST-12649,Male,0,No,No,50,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,50.95,2548.82,No
CUST-12650,Female,0,No,No,51,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,61.58,3137.82,No
CUST-12651,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),78.04,1540.91,No
CUST-12652,Female,0,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.19,1164.1,No
CUST-12653,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,74.95,2538.73,Yes
CUST-12654,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,66.12,3209.79,No
CUST-12655,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,74.67,982.1,No
CUST-12656,Male,1,No,No,68,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,73.99,5059.73,No
CUST-12657,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,58.65,1059.87,No
CUST-12658,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.34,2245.22,No
CUST-12659,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,66.75,380.49,Yes
CUST-12660,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.73,172.18,Yes
CUST-12661,Female,0,Yes,No,9,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.03,450.89,No
CUST-12662,Male,1,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.24,5923.53,No
CUST-12663,Male,0,No,No,15,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),52.3,785.33,No
CUST-12664,Male,0,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.86,1315.9,No
CUST-12665,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.43,828.82,No
CUST-12666,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.56,155.03,No
CUST-12667,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.62,562.23,No
CUST-12668,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,65.21,2250.94,No
CUST-12669,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,1611.99,Yes
CUST-12670,Female,1,No,No,44,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,76.06,3357.97,No
CUST-12671,Female,0,No,No,62,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.7,3403.9,No
CUST-12672,Female,1,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,1129.89,No
CUST-12673,Male,0,No,Yes,38,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),50.46,1926.68,No
CUST-12674,Female,0,Yes,Yes,65,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,67.26,4375.33,No
CUST-12675,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.93,4965.94,No
CUST-12676,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,132.19,No
CUST-12677,Female,1,No,No,46,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.73,3453.85,No
CUST-12678,Female,0,No,Yes,56,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),85.48,4769.51,No
CUST-12679,Male,1,Yes,No,1,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.75,59.03,No
CUST-12680,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,78.9,3455.12,No
CUST-12681,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,101.57,6692.1,No
CUST-12682,Male,0,No,Yes,19,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),70.43,1347.93,No
CUST-12683,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.35,5303.8,No
CUST-12684,Female,1,Yes,Yes,68,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,55.15,3761.84,No
CUST-12685,Male,0,Yes,Yes,46,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,64.96,2993.92,Yes
CUST-12686,Male,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,818.81,No
CUST-12687,Female,0,Yes,No,39,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.58,1885.53,Yes
CUST-12688,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.98,1795.44,No
CUST-12689,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.55,1945.51,No
CUST-12690,Female,0,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.94,795.3,Yes
CUST-12691,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),49.34,1749.43,No
CUST-12692,Female,0,No,No,60,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.29,3967.1,Yes
CUST-12693,Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.63,1269.67,No
CUST-12694,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),71.23,1798.65,Yes
CUST-12695,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,69.24,2537.52,No
CUST-12696,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,93.62,1448.75,No
CUST-12697,Male,1,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),79.74,945.1,Yes
CUST-12698,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.25,543.45,No
CUST-12699,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,76.58,306.72,No
CUST-12700,Female,0,Yes,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1130.8,No
CUST-12701,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,178.71,No
CUST-12702,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,61.89,1453.45,No
CUST-12703,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.75,1344.22,No
CUST-12704,Male,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.76,1173.0,Yes
CUST-12705,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,437.24,No
CUST-12706,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.7,4486.98,No
CUST-12707,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,53.04,3445.77,No
